timestamp,user_id,auth_method,status
2023-09-24 18:57:25.455333,76,fingerprint,success
2023-11-30 13:31:02.549858,29,password,success
2023-03-09 21:50:50.798867,79,fingerprint,success
2023-09-20 06:26:30.990157,11,face_recognition,success
2023-10-19 15:43:14.935492,76,password,success
2023-04-19 00:22:11.990213,53,face_recognition,failure
2023-12-18 00:39:19.386531,27,face_recognition,failure
2023-06-17 13:59:29.694934,69,face_recognition,failure
2023-02-12 01:02:29.189070,88,password,success
2023-07-23 20:26:21.321172,88,password,success
2023-10-25 09:31:17.360195,41,fingerprint,failure
2023-03-31 22:18:19.574800,67,face_recognition,failure
2023-09-11 17:49:08.580502,1,face_recognition,failure
2023-11-06 01:05:11.489464,42,fingerprint,success
2023-01-05 05:50:12.641245,80,password,success
2023-12-23 22:57:11.409869,13,fingerprint,success
2023-08-23 13:20:27.524826,94,password,failure
2023-09-07 01:16:32.118843,26,face_recognition,failure
2023-04-06 02:56:43.169891,76,fingerprint,success
2023-05-01 15:39:36.143550,10,fingerprint,failure
2023-11-29 04:03:42.271895,76,face_recognition,failure
2023-09-19 21:48:23.408730,32,face_recognition,success
2023-01-25 07:37:59.398984,34,password,failure
2023-04-26 08:46:04.981535,1,password,success
2023-01-28 12:45:16.354479,30,password,success
2023-07-01 00:55:35.524323,13,password,success
2023-05-21 14:06:34.187091,85,password,success
2023-04-28 13:47:28.201197,41,password,success
2023-04-16 10:05:27.516862,89,fingerprint,success
2023-07-20 14:43:33.699210,36,password,failure
2023-08-19 12:43:05.769617,57,password,success
2023-05-14 23:58:47.537663,45,fingerprint,failure
2023-04-20 13:17:15.094015,93,face_recognition,failure
2023-03-28 00:54:23.120233,4,password,failure
2023-03-06 14:04:56.195334,21,fingerprint,failure
2023-01-20 09:33:36.254620,12,face_recognition,success
2023-10-11 22:13:32.046358,80,password,success
2023-05-28 07:18:38.424338,58,password,failure
2023-03-02 11:36:58.374713,38,face_recognition,success
2023-08-12 10:18:56.607766,76,password,success
2023-07-03 12:30:13.821470,78,fingerprint,failure
2023-09-19 06:37:24.622882,94,fingerprint,success
2023-10-29 21:25:42.656347,54,password,failure
2023-09-01 17:46:50.901184,53,face_recognition,success
2023-02-11 11:45:42.111310,33,fingerprint,success
2023-08-10 22:32:08.191200,77,face_recognition,success
2023-11-10 19:55:21.939577,63,face_recognition,success
2023-12-01 18:05:28.433002,27,face_recognition,success
2023-07-01 18:43:50.845591,31,face_recognition,success
2023-12-07 21:26:39.156968,60,password,success
2023-03-06 21:07:10.320399,30,fingerprint,failure
2023-12-03 20:43:37.335085,72,password,failure
2023-03-20 10:14:23.757309,18,face_recognition,success
2023-07-06 21:01:49.408102,1,face_recognition,success
2023-06-30 10:41:11.167922,70,fingerprint,failure
2023-06-29 07:00:38.810267,38,password,failure
2023-09-04 14:57:04.458781,91,face_recognition,failure
2023-10-25 09:32:40.575601,52,face_recognition,failure
2023-06-26 13:04:52.489841,3,face_recognition,failure
2023-09-25 08:35:35.076637,82,fingerprint,success
2023-05-20 04:27:16.025225,54,fingerprint,failure
2023-02-07 19:56:35.843460,58,fingerprint,failure
2023-01-04 23:58:22.876342,86,face_recognition,success
2023-01-01 13:15:48.059202,35,face_recognition,failure
2023-10-10 22:51:11.807824,24,face_recognition,success
2023-04-09 03:35:58.285864,92,fingerprint,success
2023-12-28 00:44:59.309969,83,fingerprint,success
2023-07-22 03:38:46.535475,88,password,failure
2023-08-06 08:49:00.135111,12,fingerprint,success
2023-07-26 03:02:22.417363,56,password,success
2023-03-11 23:35:04.200676,68,fingerprint,success
2023-01-14 03:04:18.455807,87,fingerprint,success
2023-05-31 05:16:03.012714,80,password,success
2023-09-28 13:21:05.521575,14,fingerprint,success
2023-10-05 00:41:04.170568,88,fingerprint,success
2023-12-08 20:37:56.753323,52,fingerprint,success
2023-12-27 14:11:49.740304,71,fingerprint,failure
2023-10-27 13:35:33.426860,83,password,failure
2023-12-14 18:31:48.531556,43,fingerprint,success
2023-03-09 19:34:06.667663,35,face_recognition,failure
2023-08-12 17:14:37.996135,14,fingerprint,failure
2023-08-24 07:27:10.274978,87,face_recognition,success
2023-06-17 11:23:44.485867,81,password,success
2023-07-14 02:58:28.588411,35,fingerprint,success
2023-05-12 02:04:27.503858,48,fingerprint,success
2023-02-09 15:24:55.402627,13,password,failure
2023-01-06 09:09:25.760314,29,password,success
2023-07-18 08:03:20.739511,74,fingerprint,success
2023-07-07 02:34:36.602542,22,face_recognition,failure
2023-11-16 17:28:33.611935,99,fingerprint,failure
2023-06-16 12:36:42.373007,94,fingerprint,success
2023-05-25 01:18:45.501340,85,fingerprint,failure
2023-01-09 17:08:31.993160,74,fingerprint,failure
2023-07-14 21:12:00.908820,55,password,success
2023-07-20 18:13:25.227235,59,face_recognition,failure
2023-11-28 22:47:30.015175,21,password,success
2023-01-09 19:10:51.759591,90,fingerprint,success
2023-12-11 04:20:09.013690,12,face_recognition,success
2023-02-03 09:40:58.693510,80,face_recognition,failure
2023-08-12 01:35:58.153132,86,face_recognition,success
2023-11-18 14:27:47.980237,56,password,failure
2023-01-10 00:35:24.568274,16,password,success
2023-11-03 21:58:55.513034,58,fingerprint,failure
2023-01-31 14:55:03.616372,2,face_recognition,success
2023-11-10 02:07:51.109186,40,password,failure
2023-01-16 18:04:58.220654,78,password,success
2023-06-10 16:09:40.274546,35,fingerprint,success
2023-11-20 04:57:11.113765,96,password,success
2023-11-29 03:40:55.178185,6,fingerprint,failure
2023-09-26 07:35:24.388915,11,fingerprint,success
2023-09-27 03:06:37.076342,55,password,failure
2023-06-30 06:41:16.493455,60,face_recognition,success
2023-08-09 20:26:03.604574,13,fingerprint,failure
2023-09-17 20:49:58.202289,35,face_recognition,failure
2023-10-22 03:46:56.101279,1,password,success
2023-07-08 16:01:09.736220,93,fingerprint,success
2023-11-21 11:48:35.337226,74,fingerprint,failure
2023-05-27 19:30:55.983269,38,password,success
2023-07-31 23:41:14.219272,88,face_recognition,failure
2023-10-27 03:47:08.361721,65,password,failure
2023-09-01 17:23:58.170577,57,password,success
2023-12-20 11:58:03.763676,26,fingerprint,success
2023-06-01 03:22:36.636549,95,password,failure
2023-09-05 14:40:08.409301,42,password,failure
2023-02-20 04:50:06.163467,97,fingerprint,failure
2023-07-18 06:09:31.244056,82,password,success
2023-06-04 17:06:34.521659,19,fingerprint,success
2023-07-02 20:56:54.190486,16,password,success
2023-06-21 14:13:52.204864,52,face_recognition,failure
2023-10-25 07:34:11.671987,51,fingerprint,failure
2023-01-24 16:57:11.712600,34,face_recognition,success
2023-05-09 07:42:50.012601,28,password,success
2023-05-05 17:16:36.835231,26,face_recognition,success
2023-02-05 08:02:41.316982,9,password,failure
2023-02-02 06:40:38.280009,83,fingerprint,success
2023-11-10 19:41:36.619365,69,fingerprint,success
2023-07-24 07:09:43.006166,8,face_recognition,failure
2023-02-26 12:43:51.359110,95,fingerprint,success
2023-07-24 00:05:34.522320,29,face_recognition,success
2023-06-29 07:16:07.156697,55,password,success
2023-01-18 08:12:32.915735,3,password,failure
2023-04-01 09:01:53.293121,46,password,failure
2023-11-19 21:48:24.750998,3,password,failure
2023-02-11 15:09:24.443618,83,fingerprint,success
2023-03-20 05:59:59.003638,4,password,success
2023-12-24 02:37:05.760686,45,password,success
2023-06-22 05:21:49.861816,33,face_recognition,success
2023-04-10 20:17:28.969111,41,face_recognition,success
2023-10-15 18:28:14.766082,97,face_recognition,failure
2023-11-25 21:57:25.252309,7,password,success
2023-09-24 07:46:24.442665,39,password,failure
2023-12-09 12:45:25.969097,42,face_recognition,failure
2023-10-29 08:22:12.723246,77,fingerprint,failure
2023-01-12 15:44:02.881029,76,password,success
2023-07-27 08:49:22.056269,51,face_recognition,success
2023-10-15 02:26:50.061753,19,password,failure
2023-10-20 09:46:01.606380,51,password,failure
2023-07-25 15:32:36.687574,52,password,failure
2023-03-25 08:01:06.127939,55,face_recognition,success
2023-03-02 01:26:44.749107,77,face_recognition,success
2023-02-17 04:00:28.272863,7,password,success
2023-12-15 18:12:30.680862,28,fingerprint,success
2023-11-06 17:09:42.481342,30,fingerprint,failure
2023-03-25 01:53:51.296672,75,face_recognition,success
2023-10-14 04:05:33.853265,2,fingerprint,failure
2023-12-13 07:40:39.113321,50,face_recognition,failure
2023-12-12 06:48:30.412383,27,password,failure
2023-07-06 10:05:04.031283,58,password,success
2023-09-02 21:57:47.592199,60,face_recognition,failure
2023-12-14 15:44:24.986691,61,fingerprint,success
2023-06-04 15:59:46.528435,90,fingerprint,failure
2023-10-15 11:36:34.280527,99,password,failure
2023-07-17 08:11:39.549604,17,fingerprint,success
2023-02-05 13:25:51.390917,80,face_recognition,failure
2023-04-16 02:35:42.939482,62,face_recognition,failure
2023-01-23 11:29:33.390452,41,fingerprint,success
2023-02-14 11:10:36.371374,5,face_recognition,success
2023-08-08 07:04:55.978605,20,password,success
2023-06-03 18:09:02.955645,57,password,success
2023-02-13 06:19:14.749568,17,face_recognition,success
2023-09-15 04:45:16.990603,74,face_recognition,success
2023-10-31 22:49:12.662876,40,password,failure
2023-12-06 08:45:50.856708,28,fingerprint,failure
2023-05-07 23:30:54.157002,29,face_recognition,success
2023-08-17 19:06:51.498930,68,password,success
2023-02-28 14:04:58.679460,89,face_recognition,failure
2023-11-03 14:30:18.009829,56,password,failure
2023-02-17 20:44:33.628195,66,face_recognition,failure
2023-03-01 07:06:53.829525,64,password,success
2023-06-09 11:47:40.991414,10,face_recognition,success
2023-12-06 09:26:30.578430,57,fingerprint,success
2023-06-23 09:06:37.246575,83,fingerprint,success
2023-07-04 19:50:24.285000,20,face_recognition,failure
2023-10-02 15:24:41.604763,98,face_recognition,success
2023-02-16 02:33:08.459570,46,password,failure
2023-04-29 18:20:56.060337,58,fingerprint,success
2023-11-16 00:51:00.310088,75,face_recognition,failure
2023-01-08 05:20:05.072192,56,password,success
2023-04-04 22:25:59.644442,52,fingerprint,success
2023-10-31 00:12:14.074651,4,password,failure
2023-12-22 01:30:12.918523,33,fingerprint,failure
2023-04-13 00:09:47.454833,5,password,failure
2023-07-14 15:54:25.850811,47,fingerprint,success
2023-07-29 09:06:34.510962,29,face_recognition,success
2023-09-14 23:33:27.125641,18,fingerprint,failure
2023-11-23 14:55:09.217286,82,face_recognition,failure
2023-02-24 21:54:12.936273,92,fingerprint,failure
2023-01-05 06:39:40.129466,55,password,success
2023-05-02 12:56:00.638336,59,fingerprint,failure
2023-12-15 08:17:49.611621,24,fingerprint,failure
2023-07-24 10:18:34.724593,20,fingerprint,success
2023-09-15 08:52:37.184224,65,password,failure
2023-02-26 00:35:22.389240,96,fingerprint,failure
2023-09-13 10:09:37.915668,73,fingerprint,failure
2023-11-17 15:56:46.507306,31,face_recognition,success
2023-06-26 16:21:24.862493,98,fingerprint,success
2023-11-28 01:12:03.995699,56,face_recognition,failure
2023-10-18 08:27:32.790193,8,password,failure
2023-02-11 01:58:27.860185,33,fingerprint,failure
2023-02-07 20:29:48.248214,65,fingerprint,failure
2023-01-10 02:00:44.094805,90,face_recognition,success
2023-10-08 15:08:30.835722,19,fingerprint,failure
2023-01-30 22:27:07.681000,60,password,success
2023-03-01 10:05:26.179731,52,face_recognition,success
2023-04-04 13:00:55.892600,36,fingerprint,failure
2023-09-29 06:44:58.879071,68,password,success
2023-11-20 20:20:34.318596,78,fingerprint,success
2023-09-04 16:20:28.696190,15,face_recognition,failure
2023-08-11 02:52:28.545172,26,password,success
2023-07-03 11:36:47.132709,92,fingerprint,failure
2023-03-08 10:14:14.374782,4,password,success
2023-11-22 02:18:09.917504,71,fingerprint,failure
2023-07-13 19:27:15.632474,71,password,success
2023-04-19 19:32:41.692987,45,fingerprint,failure
2023-07-12 01:40:22.436926,96,fingerprint,failure
2023-07-26 01:24:18.360804,11,password,failure
2023-03-27 07:39:45.242497,60,fingerprint,success
2023-12-14 19:50:58.865892,36,password,failure
2023-02-16 05:33:57.850808,33,password,failure
2023-11-27 17:42:18.120513,96,fingerprint,success
2023-07-14 00:55:52.317860,50,face_recognition,failure
2023-05-04 13:33:59.635617,68,face_recognition,failure
2023-04-16 19:20:16.983715,53,fingerprint,failure
2023-10-09 08:13:45.159355,23,face_recognition,success
2023-11-21 09:32:41.744659,80,face_recognition,success
2023-08-05 17:58:03.379784,32,face_recognition,failure
2023-02-23 06:13:52.586147,39,password,success
2023-03-16 01:16:01.136881,4,password,failure
2023-08-25 21:41:30.092616,63,password,success
2023-07-22 04:14:35.253123,48,fingerprint,success
2023-05-03 14:57:49.794877,69,face_recognition,success
2023-01-27 13:25:14.453635,33,password,success
2023-03-14 09:36:31.070625,35,fingerprint,success
2023-12-17 05:43:30.528853,26,fingerprint,failure
2023-06-13 22:29:52.388584,38,face_recognition,success
2023-09-20 07:54:07.318634,33,fingerprint,success
2023-03-05 06:31:51.353105,34,fingerprint,success
2023-02-21 01:24:14.825104,78,password,success
2023-06-24 23:33:36.225127,13,password,failure
2023-05-04 20:33:10.049564,33,fingerprint,success
2023-06-21 12:25:21.000881,27,face_recognition,success
2023-11-29 18:57:32.309434,1,face_recognition,success
2023-11-22 22:06:53.009113,62,face_recognition,failure
2023-07-13 12:24:36.561992,57,password,success
2023-10-01 19:58:49.994108,27,face_recognition,success
2023-03-20 12:27:22.883868,96,fingerprint,failure
2023-05-07 18:16:48.011297,22,password,success
2023-06-15 07:19:00.748018,97,password,success
2023-09-17 12:13:07.809737,21,fingerprint,failure
2023-09-24 12:14:21.415372,84,face_recognition,success
2023-01-28 13:46:18.568241,96,fingerprint,success
2023-10-29 15:59:26.246767,65,password,failure
2023-01-04 02:35:54.782692,24,password,success
2023-10-27 16:48:35.615716,18,fingerprint,success
2023-09-16 15:38:31.405678,21,password,success
2023-05-30 00:39:38.967198,88,fingerprint,failure
2023-05-28 19:28:20.306299,36,password,success
2023-11-05 17:31:14.014143,74,password,failure
2023-06-05 00:47:09.432053,91,password,failure
2023-03-02 14:12:03.740710,67,fingerprint,failure
2023-08-25 00:00:36.220167,26,password,success
2023-12-06 18:14:04.426196,28,password,failure
2023-09-24 04:26:24.344080,79,face_recognition,failure
2023-08-27 16:14:49.128527,47,face_recognition,failure
2023-02-09 14:43:17.416615,55,face_recognition,success
2023-01-13 18:12:33.098434,63,face_recognition,success
2023-02-14 17:48:57.843120,98,fingerprint,failure
2023-04-23 22:06:49.310410,31,password,failure
2023-04-19 08:03:33.801605,38,face_recognition,success
2023-12-18 19:33:53.173757,45,fingerprint,success
2023-08-26 15:27:57.309736,57,password,failure
2023-01-11 20:52:28.898602,90,password,success
2023-11-27 19:30:56.340533,54,face_recognition,success
2023-02-18 11:29:51.937972,30,fingerprint,failure
2023-02-06 02:59:00.667253,33,face_recognition,failure
2023-03-28 21:41:17.516812,92,face_recognition,success
2023-07-30 00:46:04.064435,57,face_recognition,failure
2023-10-08 09:17:20.154402,99,face_recognition,failure
2023-08-07 18:16:08.676043,76,face_recognition,failure
2023-07-26 12:30:28.346988,98,fingerprint,failure
2023-04-06 10:32:39.749220,10,face_recognition,success
2023-09-21 10:46:02.924958,32,face_recognition,failure
2023-05-18 19:49:56.326085,6,face_recognition,failure
2023-01-30 13:31:07.687142,81,face_recognition,success
2023-10-31 15:52:55.677478,79,password,success
2023-10-16 05:29:18.586434,59,fingerprint,success
2023-12-19 17:15:30.454255,54,fingerprint,failure
2023-10-31 06:00:27.806452,11,password,failure
2023-08-08 09:36:02.389136,66,face_recognition,failure
2023-06-16 15:00:25.685381,97,password,success
2023-05-03 01:58:47.886852,38,fingerprint,failure
2023-09-03 18:31:11.605694,30,face_recognition,success
2023-09-25 07:55:58.235745,1,fingerprint,success
2023-05-03 18:40:02.121214,70,fingerprint,success
2023-05-05 19:16:49.073926,93,face_recognition,success
2023-04-21 07:32:08.800703,98,fingerprint,success
2023-07-21 01:54:21.375028,18,fingerprint,failure
2023-01-26 07:38:20.168683,49,password,failure
2023-01-17 00:19:33.386954,1,fingerprint,success
2023-07-21 07:11:22.847279,53,password,success
2023-05-24 09:01:33.188561,20,password,failure
2023-12-07 10:19:33.726552,71,password,success
2023-08-04 00:23:33.959648,14,fingerprint,success
2023-04-05 00:06:25.193471,96,face_recognition,failure
2023-03-08 08:17:42.574110,49,face_recognition,failure
2023-01-04 23:41:12.394985,97,fingerprint,success
2023-10-10 20:56:48.297155,10,password,success
2023-03-18 14:23:47.456684,55,password,success
2023-01-05 00:12:37.543584,21,password,success
2023-12-05 14:47:41.201586,79,fingerprint,failure
2023-07-10 00:37:41.560891,79,face_recognition,success
2023-07-23 10:00:42.558154,12,fingerprint,failure
2023-11-26 18:49:38.707428,30,face_recognition,failure
2023-02-19 07:22:59.051770,69,face_recognition,failure
2023-05-17 17:27:51.135360,85,face_recognition,failure
2023-06-20 19:33:03.541586,90,fingerprint,success
2023-10-13 02:42:23.491735,13,face_recognition,success
2023-08-21 06:42:41.547635,78,password,failure
2023-01-15 03:19:00.648940,38,face_recognition,success
2023-02-23 13:43:33.854425,18,face_recognition,failure
2023-11-24 03:24:36.145133,23,fingerprint,failure
2023-01-18 13:22:02.472200,81,face_recognition,success
2023-12-26 19:52:29.145325,14,fingerprint,success
2023-10-29 16:40:57.058799,80,fingerprint,failure
2023-09-04 05:17:47.963106,68,password,success
2023-09-12 09:48:51.101544,8,password,failure
2023-08-15 10:29:30.000018,47,password,success
2023-11-16 14:39:39.280223,77,face_recognition,failure
2023-02-20 18:14:29.715777,38,fingerprint,failure
2023-06-05 11:02:49.400556,96,password,success
2023-10-18 06:16:23.835083,59,fingerprint,success
2023-11-16 20:00:09.478817,78,fingerprint,success
2023-06-24 08:47:52.770010,18,password,success
2023-09-26 00:44:56.260044,51,fingerprint,failure
2023-12-26 18:55:02.263819,15,password,success
2023-09-05 03:27:34.363847,40,face_recognition,failure
2023-10-06 21:03:03.081366,47,password,success
2023-07-06 20:55:21.416082,77,face_recognition,failure
2023-10-03 05:03:33.854348,66,password,success
2023-07-16 12:26:34.462693,80,face_recognition,success
2023-03-16 12:19:12.925146,43,fingerprint,failure
2023-05-27 04:36:36.650271,88,face_recognition,failure
2023-07-19 01:46:31.694139,29,password,success
2023-09-02 19:26:07.414759,45,face_recognition,failure
2023-03-31 19:18:19.151170,23,fingerprint,failure
2023-10-01 09:03:36.075435,30,password,failure
2023-04-01 14:58:23.956079,97,fingerprint,failure
2023-11-30 03:15:42.696987,73,fingerprint,failure
2023-07-21 17:13:46.781548,9,fingerprint,failure
2023-02-10 10:43:51.518481,21,fingerprint,success
2023-03-17 05:18:25.591431,47,fingerprint,success
2023-07-03 14:56:56.863736,17,password,success
2023-08-23 09:51:32.225930,3,face_recognition,failure
2023-06-23 08:31:36.265225,20,password,success
2023-02-15 19:28:42.435094,39,face_recognition,success
2023-09-26 09:05:59.746269,9,password,failure
2023-09-02 11:52:12.061265,70,password,failure
2023-11-10 22:47:59.336186,9,password,success
2023-01-20 10:13:26.023641,2,face_recognition,failure
2023-04-14 08:55:35.159866,68,face_recognition,failure
2023-07-29 16:00:14.526004,86,password,success
2023-10-06 10:12:50.712686,11,password,success
2023-10-14 15:23:48.152247,47,face_recognition,failure
